source,target,sw
27316,27345,8795
27316,14233,8792
27316,27310,8788
27316,14113,8768
27316,14472,8705
27316,14114,8668
27316,14132,8545
27316,38783,8188
27316,27361,8220
27316,14104,8138
27316,14047,7733
27316,14473,7688
27316,38776,7620
27316,27381,7619
27316,14106,7603
27316,27344,7508
27316,27330,7314
27316,27040,7233
27316,14518,7190
27316,27255,7145
27316,27238,6998
27316,14234,6972
27316,14210,6742
27316,14175,6625
27316,27221,6582
27316,14235,6392
27316,14040,6225
27316,14431,6230
27316,27302,6089
27316,14196,6098
27316,14247,6072
27316,27232,6130
27316,27286,6084
27316,27417,6079
27316,14019,6083
27316,14458,6078
27316,13760,6065
27316,14457,6056
27316,13944,5986
27316,27418,5965
27316,14177,5912
27316,14078,5967
27316,27364,5935
27316,14433,5918
27316,14553,5920
27316,26979,5884
27316,14274,5807
27316,14517,5803
27316,27053,5742
27316,14254,5717
27316,27206,5660
27316,14270,5653
27316,27249,5623
27316,27239,5591
27316,14681,5585
27316,14173,5575
27316,13971,5546
27316,27250,5540
27316,13954,5388
27316,27303,5308
27316,14285,5297
27316,14028,5158
27316,14006,5157
27316,27049,4985
27316,14498,4981
27316,27190,4870
27316,27285,4790
27316,14072,4775
27316,14051,4771
27316,14020,4548
27316,13955,4450
27316,27291,4436
27316,27262,4423
27316,27403,4376
27316,14377,4373
27316,14511,4335
27316,27072,4337
27316,27402,4356
14138,14147,8866
14138,14137,8843
14138,2623,8832
14138,31738,8851
14138,27356,8837
14138,27300,8851
14138,27357,8839
14138,27324,8851
14138,14130,8833
14138,14207,8818
14138,14133,8823
14138,14164,8825
14138,38751,8814
14138,14156,8808
14138,14123,8817
14138,14153,8809
14138,13880,8806
14138,14134,8810
14138,13950,8791
14138,27225,8798
14138,27345,8785
14138,14233,8786
14138,27310,8780
14138,14113,8762
14138,14472,8697
14138,14114,8660
14138,14132,8532
14138,38783,8179
14138,27361,8212
14138,14104,8123
14138,14047,7733
14138,14473,7688
14138,38776,7609
14138,27381,7621
14138,14106,7591
14138,27344,7505
14138,27330,7308
14138,27040,7223
14138,14518,7180
14138,27255,7143
14138,27238,6994
14138,14234,6968
14138,14210,6740
14138,14175,6621
14138,27221,6578
14138,14235,6388
14138,14040,6227
14138,14431,6228
14138,27302,6076
14138,14196,6087
14138,14247,6061
14138,27232,6130
14138,27286,6071
14138,27417,6073
14138,14019,6075
14138,14458,6068
14138,13760,6055
14138,14457,6052
14138,13944,5973
14138,27418,5963
14138,14177,5899
14138,14078,5963
14138,27364,5926
14138,14433,5912
14138,14553,5910
14138,26979,5876
14138,14274,5796
14138,14517,5799
14138,27053,5744
14138,14254,5709
14138,27206,5652
14138,14270,5648
14138,27249,5619
14138,27239,5587
14138,14681,5577
14138,14173,5573
14138,13971,5546
14138,27250,5530
14138,13954,5388
14138,27303,5299
14138,14285,5295
14138,14028,5157
14138,14006,5158
14138,27049,4985
14138,14498,4981
14138,27190,4870
14138,27285,4781
14138,14072,4775
14138,14051,4769
14138,14020,4537
14138,13955,4446
14138,27291,4432
14138,27262,4410
14138,27403,4367
14138,14377,4362
14138,14511,4324
14138,27072,4331
14138,27402,4350
14147,14137,8853
14147,2623,8838
14147,31738,8867
14147,27356,8843
14147,27300,8859
14147,27357,8845
14147,27324,8851
14147,14130,8839
14147,14207,8822
14147,14133,8829
14147,14164,8827
14147,38751,8820
14147,14156,8812
14147,14123,8819
14147,14153,8815
14147,13880,8806
14147,14134,8816
14147,13950,8791
14147,27225,8800
14147,27345,8787
14147,14233,8788
14147,27310,8784
14147,14113,8768
14147,14472,8697
14147,14114,8660
14147,14132,8542
14147,38783,8184
14147,27361,8216
14147,14104,8133
14147,14047,7731
14147,14473,7686
14147,38776,7613
14147,27381,7621
14147,14106,7597
14147,27344,7501
14147,27330,7308
14147,27040,7229
14147,14518,7186
14147,27255,7145
14147,27238,6992
14147,14234,6966
14147,14210,6738
14147,14175,6619
14147,27221,6578
14147,14235,6390
14147,14040,6221
14147,14431,6226
14147,27302,6094
14147,14196,6101
14147,14247,6071
14147,27232,6126
14147,27286,6087
14147,27417,6083
14147,14019,6081
14147,14458,6074
14147,13760,6061
14147,14457,6054
14147,13944,5991
14147,27418,5959
14147,14177,5911
14147,14078,5959
14147,27364,5935
14147,14433,5916
14147,14553,5914
14147,26979,5885
14147,14274,5808
14147,14517,5803
14147,27053,5736
14147,14254,5709
14147,27206,5660
14147,14270,5659
14147,27249,5619
14147,27239,5585
14147,14681,5581
14147,14173,5573
14147,13971,5544
14147,27250,5534
14147,13954,5384
14147,27303,5307
14147,14285,5299
14147,14028,5161
14147,14006,5160
14147,27049,4989
14147,14498,4985
14147,27190,4878
14147,27285,4793
14147,14072,4775
14147,14051,4773
14147,14020,4545
14147,13955,4446
14147,27291,4434
14147,27262,4418
14147,27403,4375
14147,14377,4368
14147,14511,4328
14147,27072,4337
14147,27402,4352
14137,2623,8859
14137,31738,8873
14137,27356,8870
14137,27300,8852
14137,27357,8861
14137,27324,8853
14137,14130,8851
14137,14207,8840
14137,14133,8829
14137,14164,8831
14137,38751,8824
14137,14156,8808
14137,14123,8825
14137,14153,8817
14137,13880,8810
14137,14134,8814
14137,13950,8789
14137,27225,8806
14137,27345,8791
14137,14233,8790
14137,27310,8780
14137,14113,8768
14137,14472,8701
14137,14114,8660
14137,14132,8558
14137,38783,8210
14137,27361,8224
14137,14104,8162
14137,14047,7729
14137,14473,7690
14137,38776,7636
14137,27381,7621
14137,14106,7605
14137,27344,7507
14137,27330,7312
14137,27040,7233
14137,14518,7192
14137,27255,7145
14137,27238,6990
14137,14234,6959
14137,14210,6732
14137,14175,6629
14137,27221,6576
14137,14235,6390
14137,14040,6223
14137,14431,6222
14137,27302,6111
14137,14196,6124
14137,14247,6092
14137,27232,6128
14137,27286,6096
14137,27417,6083
14137,14019,6081
14137,14458,6078
14137,13760,6065
14137,14457,6054
14137,13944,6008
14137,27418,5965
14137,14177,5932
14137,14078,5963
14137,27364,5935
14137,14433,5920
14137,14553,5918
14137,26979,5886
14137,14274,5829
14137,14517,5803
14137,27053,5742
14137,14254,5713
14137,27206,5666
14137,14270,5659
14137,27249,5625
14137,27239,5587
14137,14681,5585
14137,14173,5575
14137,13971,5526
14137,27250,5538
14137,13954,5382
14137,27303,5326
14137,14285,5305
14137,14028,5163
14137,14006,5158
14137,27049,4991
14137,14498,4987
14137,27190,4876
14137,27285,4799
14137,14072,4771
14137,14051,4775
14137,14020,4566
14137,13955,4444
14137,27291,4432
14137,27262,4426
14137,27403,4398
14137,14377,4383
14137,14511,4355
14137,27072,4343
14137,27402,4354
2623,31738,8854
2623,27356,8871
2623,27300,8835
2623,27357,8856
2623,27324,8842
2623,14130,8853
2623,14207,8844
2623,14133,8815
2623,14164,8828
2623,38751,8806
2623,14156,8789
2623,14123,8813
2623,14153,8815
2623,13880,8812
2623,14134,8812
2623,13950,8780
2623,27225,8798
2623,27345,8785
2623,14233,8792
2623,27310,8767
2623,14113,8768
2623,14472,8693
2623,14114,8661
2623,14132,8557
2623,38783,8225
2623,27361,8218
2623,14104,8154
2623,14047,7727
2623,14473,7690
2623,38776,7651
2623,27381,7619
2623,14106,7607
2623,27344,7505
2623,27330,7299
2623,27040,7227
2623,14518,7186
2623,27255,7143
2623,27238,6988
2623,14234,6940
2623,14210,6730
2623,14175,6623
2623,27221,6561
2623,14235,6386
2623,14040,6221
2623,14431,6218
2623,27302,6124
2623,14196,6135
2623,14247,6105
2623,27232,6126
2623,27286,6094
2623,27417,6079
2623,14019,6079
2623,14458,6076
2623,13760,6063
2623,14457,6052
2623,13944,6003
2623,27418,5961
2623,14177,5943
2623,14078,5959
2623,27364,5933
2623,14433,5916
2623,14553,5918
2623,26979,5880
2623,14274,5825
2623,14517,5801
2623,27053,5734
2623,14254,5709
2623,27206,5658
2623,14270,5653
2623,27249,5617
2623,27239,5581
2623,14681,5583
2623,14173,5571
2623,13971,5505
2623,27250,5530
2623,13954,5380
2623,27303,5324
2623,14285,5301
2623,14028,5157
2623,14006,5152
2623,27049,4985
2623,14498,4981
2623,27190,4876
2623,27285,4795
2623,14072,4769
2623,14051,4769
2623,14020,4573
2623,13955,4445
2623,27291,4426
2623,27262,4428
2623,27403,4406
2623,14377,4387
2623,14511,4360
2623,27072,4341
2623,27402,4356
31738,27356,8863
31738,27300,8864
31738,27357,8869
31738,27324,8855
31738,14130,8855
31738,14207,8842
31738,14133,8835
31738,14164,8833
31738,38751,8824
31738,14156,8816
31738,14123,8825
31738,14153,8817
31738,13880,8810
31738,14134,8818
31738,13950,8793
31738,27225,8804
31738,27345,8791
31738,14233,8792
31738,27310,8784
31738,14113,8770
31738,14472,8701
31738,14114,8666
31738,14132,8561
31738,38783,8201
31738,27361,8218
31738,14104,8151
31738,14047,7731
31738,14473,7686
31738,38776,7631
31738,27381,7619
31738,14106,7599
31738,27344,7505
31738,27330,7308
31738,27040,7237
31738,14518,7190
31738,27255,7145
31738,27238,6990
31738,14234,6965
31738,14210,6738
31738,14175,6625
31738,27221,6578
31738,14235,6386
31738,14040,6225
31738,14431,6222
31738,27302,6108
31738,14196,6117
31738,14247,6087
31738,27232,6128
31738,27286,6094
31738,27417,6085
31738,14019,6083
31738,14458,6076
31738,13760,6063
31738,14457,6056
31738,13944,6005
31738,27418,5959
31738,14177,5931
31738,14078,5961
31738,27364,5937
31738,14433,5920
31738,14553,5918
31738,26979,5888
31738,14274,5826
31738,14517,5801
31738,27053,5740
31738,14254,5709
31738,27206,5664
31738,14270,5659
31738,27249,5617
31738,27239,5585
31738,14681,5583
31738,14173,5573
31738,13971,5526
31738,27250,5530
31738,13954,5384
31738,27303,5327
31738,14285,5303
31738,14028,5161
31738,14006,5160
31738,27049,4989
31738,14498,4983
31738,27190,4872
31738,27285,4797
31738,14072,4777
31738,14051,4771
31738,14020,4565
31738,13955,4446
31738,27291,4432
31738,27262,4432
31738,27403,4395
31738,14377,4383
31738,14511,4350
31738,27072,4341
31738,27402,4356
27356,27300,8846
27356,27357,8867
27356,27324,8847
27356,14130,8857
27356,14207,8846
27356,14133,8826
27356,14164,8837
27356,38751,8815
27356,14156,8798
27356,14123,8818
27356,14153,8819
27356,13880,8816
27356,14134,8818
27356,13950,8785
27356,27225,8807
27356,27345,8796
27356,14233,8790
27356,27310,8780
27356,14113,8770
27356,14472,8700
27356,14114,8666
27356,14132,8567
27356,38783,8218
27356,27361,8224
27356,14104,8160
27356,14047,7731
27356,14473,7690
27356,38776,7644
27356,27381,7623
27356,14106,7607
27356,27344,7515
27356,27330,7308
27356,27040,7237
27356,14518,7198
27356,27255,7149
27356,27238,6994
27356,14234,6949
27356,14210,6736
27356,14175,6631
27356,27221,6570
27356,14235,6392
27356,14040,6227
27356,14431,6224
27356,27302,6117
27356,14196,6128
27356,14247,6098
27356,27232,6130
27356,27286,6096
27356,27417,6081
27356,14019,6087
27356,14458,6082
27356,13760,6069
27356,14457,6058
27356,13944,6011
27356,27418,5969
27356,14177,5940
27356,14078,5963
27356,27364,5943
27356,14433,5920
27356,14553,5922
27356,26979,5884
27356,14274,5831
27356,14517,5807
27356,27053,5736
27356,14254,5715
27356,27206,5666
27356,14270,5661
27356,27249,5623
27356,27239,5589
27356,14681,5593
27356,14173,5577
27356,13971,5512
27356,27250,5536
27356,13954,5382
27356,27303,5332
27356,14285,5307
27356,14028,5165
27356,14006,5160
27356,27049,4993
27356,14498,4987
27356,27190,4876
27356,27285,4799
27356,14072,4775
27356,14051,4779
27356,14020,4576
27356,13955,4446
27356,27291,4434
27356,27262,4432
27356,27403,4404
27356,14377,4389
27356,14511,4366
27356,27072,4343
27356,27402,4358
27300,27357,8846
27300,27324,8855
27300,14130,8840
27300,14207,8825
27300,14133,8833
27300,14164,8831
27300,38751,8822
27300,14156,8812
27300,14123,8823
27300,14153,8813
27300,13880,8808
27300,14134,8822
27300,13950,8795
27300,27225,8812
27300,27345,8793
27300,14233,8790
27300,27310,8786
27300,14113,8766
27300,14472,8703
27300,14114,8660
27300,14132,8539
27300,38783,8182
27300,27361,8220
27300,14104,8132
27300,14047,7733
27300,14473,7688
27300,38776,7614
27300,27381,7619
27300,14106,7597
27300,27344,7507
27300,27330,7310
27300,27040,7229
27300,14518,7186
27300,27255,7145
27300,27238,7002
27300,14234,6968
27300,14210,6740
27300,14175,6619
27300,27221,6582
27300,14235,6390
27300,14040,6225
27300,14431,6228
27300,27302,6093
27300,14196,6096
27300,14247,6068
27300,27232,6130
27300,27286,6080
27300,27417,6075
27300,14019,6079
27300,14458,6072
27300,13760,6059
27300,14457,6052
27300,13944,5984
27300,27418,5965
27300,14177,5906
27300,14078,5965
27300,27364,5927
27300,14433,5912
27300,14553,5918
27300,26979,5880
27300,14274,5803
27300,14517,5797
27300,27053,5742
27300,14254,5711
27300,27206,5658
27300,14270,5655
27300,27249,5619
27300,27239,5587
27300,14681,5583
27300,14173,5579
27300,13971,5532
27300,27250,5533
27300,13954,5386
27300,27303,5306
27300,14285,5299
27300,14028,5157
27300,14006,5156
27300,27049,4985
27300,14498,4981
27300,27190,4872
27300,27285,4794
27300,14072,4775
27300,14051,4771
27300,14020,4546
27300,13955,4446
27300,27291,4436
27300,27262,4419
27300,27403,4374
27300,14377,4371
27300,14511,4329
27300,27072,4335
27300,27402,4354
27357,27324,8845
27357,14130,8857
27357,14207,8846
27357,14133,8826
27357,14164,8833
27357,38751,8815
27357,14156,8798
27357,14123,8818
27357,14153,8815
27357,13880,8814
27357,14134,8816
27357,13950,8781
27357,27225,8805
27357,27345,8794
27357,14233,8790
27357,27310,8770
27357,14113,8766
27357,14472,8694
27357,14114,8666
27357,14132,8561
27357,38783,8205
27357,27361,8218
27357,14104,8151
27357,14047,7729
27357,14473,7686
27357,38776,7635
27357,27381,7617
27357,14106,7603
27357,27344,7505
27357,27330,7306
27357,27040,7233
27357,14518,7190
27357,27255,7145
27357,27238,6992
27357,14234,6953
27357,14210,6736
27357,14175,6627
27357,27221,6572
27357,14235,6386
27357,14040,6223
27357,14431,6222
27357,27302,6108
27357,14196,6115
27357,14247,6089
27357,27232,6126
27357,27286,6094
27357,27417,6083
27357,14019,6085
27357,14458,6082
27357,13760,6065
27357,14457,6062
27357,13944,6003
27357,27418,5959
27357,14177,5929
27357,14078,5963
27357,27364,5935
27357,14433,5920
27357,14553,5920
27357,26979,5886
27357,14274,5826
27357,14517,5803
27357,27053,5738
27357,14254,5711
27357,27206,5660
27357,14270,5655
27357,27249,5621
27357,27239,5585
27357,14681,5585
27357,14173,5573
27357,13971,5512
27357,27250,5532
27357,13954,5384
27357,27303,5327
27357,14285,5301
27357,14028,5159
27357,14006,5158
27357,27049,4985
27357,14498,4983
27357,27190,4870
27357,27285,4795
27357,14072,4777
27357,14051,4771
27357,14020,4567
27357,13955,4446
27357,27291,4434
27357,27262,4432
27357,27403,4393
27357,14377,4383
27357,14511,4350
27357,27072,4339
27357,27402,4358
27324,14130,8839
27324,14207,8824
27324,14133,8827
27324,14164,8833
27324,38751,8822
27324,14156,8808
27324,14123,8821
27324,14153,8815
27324,13880,8812
27324,14134,8812
27324,13950,8793
27324,27225,8810
27324,27345,8795
27324,14233,8786
27324,27310,8782
27324,14113,8770
27324,14472,8705
27324,14114,8660
27324,14132,8544
27324,38783,8189
27324,27361,8218
27324,14104,8133
27324,14047,7727
27324,14473,7686
27324,38776,7613
27324,27381,7619
27324,14106,7603
27324,27344,7509
27324,27330,7318
27324,27040,7233
27324,14518,7188
27324,27255,7149
27324,27238,6996
27324,14234,6963
27324,14210,6734
27324,14175,6627
27324,27221,6578
27324,14235,6390
27324,14040,6225
27324,14431,6222
27324,27302,6082
27324,14196,6095
27324,14247,6067
27324,27232,6130
27324,27286,6081
27324,27417,6077
27324,14019,6079
27324,14458,6076
27324,13760,6063
27324,14457,6052
27324,13944,5979
27324,27418,5963
27324,14177,5905
27324,14078,5965
27324,27364,5935
27324,14433,5914
27324,14553,5916
27324,26979,5878
27324,14274,5806
27324,14517,5803
27324,27053,5736
27324,14254,5713
27324,27206,5660
27324,14270,5652
27324,27249,5621
27324,27239,5587
27324,14681,5585
27324,14173,5581
27324,13971,5526
27324,27250,5534
27324,13954,5380
27324,27303,5305
27324,14285,5301
27324,14028,5159
27324,14006,5154
27324,27049,4985
27324,14498,4983
27324,27190,4870
27324,27285,4791
27324,14072,4771
27324,14051,4771
27324,14020,4545
27324,13955,4446
27324,27291,4432
27324,27262,4418
27324,27403,4371
27324,14377,4372
27324,14511,4332
27324,27072,4339
27324,27402,4356
14130,14207,8844
14130,14133,8832
14130,14164,8831
14130,38751,8809
14130,14156,8794
14130,14123,8814
14130,14153,8819
14130,13880,8820
14130,14134,8825
14130,13950,8777
14130,27225,8803
14130,27345,8788
14130,14233,8796
14130,27310,8766
14130,14113,8772
14130,14472,8692
14130,14114,8666
14130,14132,8558
14130,38783,8205
14130,27361,8222
14130,14104,8153
14130,14047,7735
14130,14473,7690
14130,38776,7633
14130,27381,7623
14130,14106,7607
14130,27344,7509
14130,27330,7300
14130,27040,7235
14130,14518,7192
14130,27255,7147
14130,27238,6996
14130,14234,6945
14130,14210,6742
14130,14175,6627
14130,27221,6566
14130,14235,6392
14130,14040,6225
14130,14431,6226
14130,27302,6104
14130,14196,6113
14130,14247,6087
14130,27232,6130
14130,27286,6094
14130,27417,6084
14130,14019,6089
14130,14458,6082
14130,13760,6071
14130,14457,6062
14130,13944,6001
14130,27418,5969
14130,14177,5929
14130,14078,5965
14130,27364,5937
14130,14433,5920
14130,14553,5922
14130,26979,5888
14130,14274,5824
14130,14517,5807
14130,27053,5744
14130,14254,5715
14130,27206,5664
14130,14270,5659
14130,27249,5621
14130,27239,5589
14130,14681,5587
14130,14173,5577
14130,13971,5506
14130,27250,5534
14130,13954,5390
14130,27303,5323
14130,14285,5303
14130,14028,5161
14130,14006,5164
14130,27049,4989
14130,14498,4985
14130,27190,4874
14130,27285,4797
14130,14072,4779
14130,14051,4775
14130,14020,4561
14130,13955,4446
14130,27291,4436
14130,27262,4432
14130,27403,4389
14130,14377,4383
14130,14511,4346
14130,27072,4341
14130,27402,4358
14207,14133,8805
14207,14164,8814
14207,38751,8790
14207,14156,8779
14207,14123,8793
14207,14153,8800
14207,13880,8805
14207,14134,8804
14207,13950,8758
14207,27225,8782
14207,27345,8769
14207,14233,8784
14207,27310,8747
14207,14113,8759
14207,14472,8673
14207,14114,8649
14207,14132,8552
14207,38783,8202
14207,27361,8211
14207,14104,8148
14207,14047,7722
14207,14473,7683
14207,38776,7634
14207,27381,7612
14207,14106,7600
14207,27344,7502
14207,27330,7285
14207,27040,7228
14207,14518,7187
14207,27255,7140
14207,27238,6987
14207,14234,6930
14207,14210,6729
14207,14175,6627
14207,27221,6549
14207,14235,6381
14207,14040,6216
14207,14431,6219
14207,27302,6108
14207,14196,6117
14207,14247,6091
14207,27232,6119
14207,27286,6092
14207,27417,6081
14207,14019,6089
14207,14458,6080
14207,13760,6065
14207,14457,6058
14207,13944,6007
14207,27418,5956
14207,14177,5931
14207,14078,5956
14207,27364,5937
14207,14433,5918
14207,14553,5920
14207,26979,5886
14207,14274,5827
14207,14517,5803
14207,27053,5733
14207,14254,5702
14207,27206,5662
14207,14270,5655
14207,27249,5612
14207,27239,5580
14207,14681,5585
14207,14173,5568
14207,13971,5493
14207,27250,5527
14207,13954,5381
14207,27303,5329
14207,14285,5301
14207,14028,5159
14207,14006,5158
14207,27049,4987
14207,14498,4983
14207,27190,4876
14207,27285,4797
14207,14072,4772
14207,14051,4771
14207,14020,4571
14207,13955,4427
14207,27291,4433
14207,27262,4440
14207,27403,4397
14207,14377,4385
14207,14511,4354
14207,27072,4341
14207,27402,4360
14133,14164,8822
14133,38751,8816
14133,14156,8797
14133,14123,8819
14133,14153,8811
14133,13880,8795
14133,14134,8812
14133,13950,8780
14133,27225,8802
14133,27345,8785
14133,14233,8788
14133,27310,8771
14133,14113,8762
14133,14472,8693
14133,14114,8656
14133,14132,8521
14133,38783,8166
14133,27361,8216
14133,14104,8120
14133,14047,7731
14133,14473,7686
14133,38776,7596
14133,27381,7621
14133,14106,7580
14133,27344,7505
14133,27330,7304
14133,27040,7229
14133,14518,7184
14133,27255,7143
14133,27238,6992
14133,14234,6954
14133,14210,6736
14133,14175,6621
14133,27221,6575
14133,14235,6390
14133,14040,6219
14133,14431,6222
14133,27302,6069
14133,14196,6078
14133,14247,6050
14133,27232,6124
14133,27286,6064
14133,27417,6065
14133,14019,6074
14133,14458,6070
14133,13760,6057
14133,14457,6046
14133,13944,5966
14133,27418,5961
14133,14177,5892
14133,14078,5959
14133,27364,5915
14133,14433,5916
14133,14553,5914
14133,26979,5882
14133,14274,5789
14133,14517,5799
14133,27053,5736
14133,14254,5707
14133,27206,5656
14133,14270,5653
14133,27249,5617
14133,27239,5585
14133,14681,5577
14133,14173,5575
14133,13971,5515
14133,27250,5532
14133,13954,5382
14133,27303,5290
14133,14285,5299
14133,14028,5161
14133,14006,5158
14133,27049,4985
14133,14498,4981
14133,27190,4872
14133,27285,4772
14133,14072,4775
14133,14051,4769
14133,14020,4530
14133,13955,4444
14133,27291,4432
14133,27262,4399
14133,27403,4358
14133,14377,4351
14133,14511,4313
14133,27072,4324
14133,27402,4339
14164,38751,8813
14164,14156,8808
14164,14123,8820
14164,14153,8819
14164,13880,8812
14164,14134,8820
14164,13950,8783
14164,27225,8807
14164,27345,8796
14164,14233,8788
14164,27310,8774
14164,14113,8770
14164,14472,8696
14164,14114,8664
14164,14132,8532
14164,38783,8177
14164,27361,8220
14164,14104,8121
14164,14047,7733
14164,14473,7694
14164,38776,7603
14164,27381,7629
14164,14106,7591
14164,27344,7509
14164,27330,7310
14164,27040,7227
14164,14518,7190
14164,27255,7145
14164,27238,6998
14164,14234,6951
14164,14210,6738
14164,14175,6627
14164,27221,6572
14164,14235,6394
14164,14040,6229
14164,14431,6230
14164,27302,6072
14164,14196,6085
14164,14247,6055
14164,27232,6134
14164,27286,6073
14164,27417,6068
14164,14019,6081
14164,14458,6078
14164,13760,6065
14164,14457,6051
14164,13944,5969
14164,27418,5967
14164,14177,5893
14164,14078,5967
14164,27364,5924
14164,14433,5920
14164,14553,5920
14164,26979,5882
14164,14274,5792
14164,14517,5805
14164,27053,5740
14164,14254,5717
14164,27206,5658
14164,14270,5657
14164,27249,5625
14164,27239,5591
14164,14681,5585
14164,14173,5579
14164,13971,5516
14164,27250,5536
14164,13954,5388
14164,27303,5291
14164,14285,5299
14164,14028,5161
14164,14006,5156
14164,27049,4991
14164,14498,4987
14164,27190,4874
14164,27285,4777
14164,14072,4775
14164,14051,4775
14164,14020,4531
14164,13955,4450
14164,27291,4434
14164,27262,4404
14164,27403,4357
14164,14377,4358
14164,14511,4320
14164,27072,4327
14164,27402,4342
38751,14156,8801
38751,14123,8816
38751,14153,8807
38751,13880,8784
38751,14134,8808
38751,13950,8782
38751,27225,8798
38751,27345,8787
38751,14233,8782
38751,27310,8773
38751,14113,8764
38751,14472,8699
38751,14114,8654
38751,14132,8510
38751,38783,8159
38751,27361,8216
38751,14104,8105
38751,14047,7727
38751,14473,7684
38751,38776,7581
38751,27381,7619
38751,14106,7573
38751,27344,7501
38751,27330,7304
38751,27040,7227
38751,14518,7190
38751,27255,7141
38751,27238,6986
38751,14234,6956
38751,14210,6728
38751,14175,6619
38751,27221,6574
38751,14235,6384
38751,14040,6219
38751,14431,6218
38751,27302,6060
38751,14196,6073
38751,14247,6039
38751,27232,6124
38751,27286,6057
38751,27417,6054
38751,14019,6063
38751,14458,6067
38751,13760,6061
38751,14457,6033
38751,13944,5953
38751,27418,5957
38751,14177,5879
38751,14078,5963
38751,27364,5906
38751,14433,5916
38751,14553,5914
38751,26979,5880
38751,14274,5780
38751,14517,5799
38751,27053,5732
38751,14254,5707
38751,27206,5660
38751,14270,5655
38751,27249,5617
38751,27239,5583
38751,14681,5579
38751,14173,5571
38751,13971,5519
38751,27250,5530
38751,13954,5378
38751,27303,5277
38751,14285,5289
38751,14028,5163
38751,14006,5156
38751,27049,4987
38751,14498,4983
38751,27190,4870
38751,27285,4763
38751,14072,4767
38751,14051,4769
38751,14020,4513
38751,13955,4448
38751,27291,4428
38751,27262,4386
38751,27403,4345
38751,14377,4344
38751,14511,4302
38751,27072,4315
38751,27402,4326
14156,14123,8801
14156,14153,8786
14156,13880,8771
14156,14134,8791
14156,13950,8783
14156,27225,8792
14156,27345,8779
14156,14233,8771
14156,27310,8774
14156,14113,8758
14156,14472,8689
14156,14114,8646
14156,14132,8493
14156,38783,8140
14156,27361,8210
14156,14104,8092
14156,14047,7723
14156,14473,7684
14156,38776,7568
14156,27381,7615
14156,14106,7554
14156,27344,7499
14156,27330,7302
14156,27040,7223
14156,14518,7169
14156,27255,7141
14156,27238,6984
14156,14234,6958
14156,14210,6730
14156,14175,6613
14156,27221,6572
14156,14235,6386
14156,14040,6223
14156,14431,6218
14156,27302,6043
14156,14196,6056
14156,14247,6026
14156,27232,6128
14156,27286,6040
14156,27417,6037
14156,14019,6048
14156,14458,6048
14156,13760,6045
14156,14457,6018
14156,13944,5938
14156,27418,5961
14156,14177,5862
14156,14078,5959
14156,27364,5889
14156,14433,5908
14156,14553,5906
14156,26979,5876
14156,14274,5763
14156,14517,5791
14156,27053,5734
14156,14254,5707
14156,27206,5649
14156,14270,5647
14156,27249,5617
14156,27239,5583
14156,14681,5571
14156,14173,5573
14156,13971,5528
14156,27250,5530
14156,13954,5380
14156,27303,5260
14156,14285,5276
14156,14028,5159
14156,14006,5152
14156,27049,4985
14156,14498,4983
14156,27190,4870
14156,27285,4750
14156,14072,4769
14156,14051,4767
14156,14020,4500
14156,13955,4442
14156,27291,4428
14156,27262,4373
14156,27403,4334
14156,14377,4327
14156,14511,4287
14156,27072,4302
14156,27402,4313
14123,14153,8812
14123,13880,8789
14123,14134,8814
14123,13950,8782
14123,27225,8802
14123,27345,8793
14123,14233,8784
14123,27310,8777
14123,14113,8766
14123,14472,8701
14123,14114,8660
14123,14132,8515
14123,38783,8158
14123,27361,8220
14123,14104,8108
14123,14047,7729
14123,14473,7688
14123,38776,7584
14123,27381,7621
14123,14106,7574
14123,27344,7507
14123,27330,7312
14123,27040,7225
14123,14518,7186
14123,27255,7143
14123,27238,6990
14123,14234,6956
14123,14210,6738
14123,14175,6619
14123,27221,6577
14123,14235,6390
14123,14040,6227
14123,14431,6226
14123,27302,6059
14123,14196,6074
14123,14247,6038
14123,27232,6136
14123,27286,6056
14123,27417,6053
14123,14019,6066
14123,14458,6063
14123,13760,6059
14123,14457,6032
14123,13944,5954
14123,27418,5965
14123,14177,5880
14123,14078,5965
14123,27364,5907
14123,14433,5914
14123,14553,5916
14123,26979,5880
14123,14274,5779
14123,14517,5797
14123,27053,5738
14123,14254,5713
14123,27206,5656
14123,14270,5661
14123,27249,5621
14123,27239,5589
14123,14681,5579
14123,14173,5577
14123,13971,5521
14123,27250,5538
14123,13954,5384
14123,27303,5274
14123,14285,5292
14123,14028,5161
14123,14006,5158
14123,27049,4987
14123,14498,4983
14123,27190,4872
14123,27285,4772
14123,14072,4773
14123,14051,4771
14123,14020,4514
14123,13955,4448
14123,27291,4432
14123,27262,4387
14123,27403,4344
14123,14377,4341
14123,14511,4301
14123,27072,4314
14123,27402,4327
14153,13880,8794
14153,14134,8810
14153,13950,8769
14153,27225,8791
14153,27345,8786
14153,14233,8784
14153,27310,8760
14153,14113,8766
14153,14472,8680
14153,14114,8652
14153,14132,8520
14153,38783,8171
14153,27361,8220
14153,14104,8117
14153,14047,7728
14153,14473,7687
14153,38776,7593
14153,27381,7618
14153,14106,7581
14153,27344,7505
14153,27330,7298
14153,27040,7231
14153,14518,7190
14153,27255,7145
14153,27238,6986
14153,14234,6937
14153,14210,6728
14153,14175,6621
